"RESOURCE_TYPE","DOI_NAME","DOI_TITLE","DOI_SPECIAL","DOI_CREATOR","DOI_DISTRIBUTOR","YEAR","URL","STATUS","PROVIDER","SUBMITTER"
"raster","10.7927/H4DB7ZR7","West Africa Coastal Vulnerability Mapping: GPW Version 4 Population Growth, Preliminary Release 1, 2000-2010","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2017","https://sedac.ciesin.columbia.edu/data/set/wacvm-gpw-v4-population-growth-pre-release-1-2000-2010","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4H41PCK","West Africa Coastal Vulnerability Mapping: Social Vulnerability Indices","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2018","https://sedac.ciesin.columbia.edu/data/set/wacvm-social-vulnerability-indices","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4J10131","West Africa Coastal Vulnerability Mapping: GPW Version 4 Population Density, Preliminary Release 1, 2010","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2018","https://sedac.ciesin.columbia.edu/data/set/wacvm-gpw-v4-population-density-pre-release-1-2010","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4K0726D","West Africa Coastal Vulnerability Mapping: Subset of High and Low Resolution Altimeter Corrected Elevations 2 (ACE2)","","Berry, P.A.M.|Smith, R.|Benveniste, J.","NASA Socioeconomic Data and Applications Center","2018","https://sedac.ciesin.columbia.edu/data/set/wacvm-subset-ace-v2-high-low-resolution","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4SJ1HHX","West Africa Coastal Vulnerability Mapping: Deforestation, 2000-2012","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2018","https://sedac.ciesin.columbia.edu/data/set/wacvm-deforestation-2000-2012","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4W95738","West Africa Coastal Vulnerability Mapping: Subset of JRC Map of Accessibility","","Nelson, A.","NASA Socioeconomic Data and Applications Center","2018","https://sedac.ciesin.columbia.edu/data/set/wacvm-subset-jrc-map-accessibility","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4X9287N","West Africa Coastal Vulnerability Mapping: Economic Systems Index","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2018","https://sedac.ciesin.columbia.edu/data/set/wacvm-economic-systems-index","Active","Socioeconomic Data and Applications Center",""
"rater, vector","10.7927/H4F769H4","West Africa Coastal Vulnerability Mapping: Point and Gridded Locations of Fatalities, 2008-2013","","Raleigh, C.|Linke, C.|Hegre, H.|Karlsen, J.|  Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2013","https://sedac.ciesin.columbia.edu/data/set/wacvm-point-gridded-fatalities-2008-2013","Active","Socioeconomic Data and Applications Center",""
"vector","10.7927/H4MS3QP8","West Africa Coastal Vulnerability Mapping: Subset of OpenStreetMap (OSM) Roads","","OpenStreetMap","NASA Socioeconomic Data and Applications Center","2018","https://sedac.ciesin.columbia.edu/data/set/wacvm-subset-openstreetmap-roads","Active","Socioeconomic Data and Applications Center",""
"raster; map; map service","10.7927/H46H4FBC","U.S. Census Grids (Summary File 1), 2000: Metropolitan Statistical Areas","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2006","https://sedac.ciesin.columbia.edu/data/set/usgrid-summary-file1-2000-msa","Active","Socioeconomic Data and Applications Center",""
"raster; map; map service","10.7927/H4Z31WJ0","U.S. Census Grids (Summary File 3), 2000: Metropolitan Statistical Areas","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2006","https://sedac.ciesin.columbia.edu/data/set/usgrid-summary-file3-2000-msa","Active","Socioeconomic Data and Applications Center",""
"tabular","10.7927/H41V5BWK","Public Use Microdata Samples (PUMS)","","United States Census Bureau-USCB","NASA Socioeconomic Data and Applications Center","1990","https://sedac.ciesin.columbia.edu/data/set/acrp-public-use-microdata-samples","Active","Socioeconomic Data and Applications Center",""
"tabular; map; map service","10.7927/H44X55RB","U.S. EPA National Priorities List (NPL) Sites Point Data with CIESIN Modifications, Version 2","","United States Environmental Protection Agency-US EPA|National Institute For Environmental Health Sciences Columbia University Superfund Research Program-NIEHS CU SRP|Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2014","https://sedac.ciesin.columbia.edu/data/set/superfund-epa-national-priorities-list-ciesin-mod-v2","Active","Socioeconomic Data and Applications Center",""
"document; map; map service","10.7927/H4XG9P2R","Synthetic Assessment of Global Distribution of Vulnerability to Climate Change: Maps and Data, 2005, 2050, and 2100","","Yohe, G.|Malone, E.|Brenkert, A.|Schlesinger, M.|Meij, H.|Xing, X.|Lee, D.","NASA Socioeconomic Data and Applications Center","2006","https://sedac.ciesin.columbia.edu/data/set/ipcc-synthetic-vulnerability-climate-2005-2050-2100","Active","Socioeconomic Data and Applications Center",""
"map; raster","10.7927/H4TB14TN","U.S. Census Grids (Summary File 1), 1990","","Seirup, L.|Yetman, G.|Razafindrazay, L.","NASA Socioeconomic Data and Applications Center","2012","https://sedac.ciesin.columbia.edu/data/set/usgrid-summary-file1-1990","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H400001D","U.S. Population Grids (Summary File 1), 2000: Alabama, Louisiana, Mississippi and Texas, Alpha Version","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2005","https://sedac.ciesin.columbia.edu/data/set/pend-summary-file1-2000-alabama-louisiana-mississippi-texas","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4F18WNN","U.S. Census Grids (Summary File 3), 1990: Metropolitan Statistical Areas","","Seirup, L.|Yetman, G.|Razafindrazay, L.","NASA Socioeconomic Data and Applications Center","2012","https://sedac.ciesin.columbia.edu/data/set/usgrid-summary-file3-1990-msa","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4G15XS1","U.S. Population Grids (Summary File 3), 2000: New Orleans Metropolitan Statistical Area, Alpha Version","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2005","https://sedac.ciesin.columbia.edu/data/set/pend-summary-file3-2000-neworleans-msa","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4JS9NC2","U.S. Census Grids (Summary File 3), 1990","","Seirup, L.|Yetman, G.|Razafindrazay, L.","NASA Socioeconomic Data and Applications Center","2012","https://sedac.ciesin.columbia.edu/data/set/usgrid-summary-file3-1990","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4KS6PHF","U.S. Population Grids (Summary File 3), 2000: Alabama, Louisiana, and Mississippi, Alpha Version","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2005","https://sedac.ciesin.columbia.edu/data/set/pend-summary-file3-2000-alabama-louisiana-mississippi","Active","Socioeconomic Data and Applications Center",""
"raster","10.7927/H4PK0D3B","U.S. Census Grids (Summary File 1), 1990: Metropolitan Statistical Areas","","Seirup, L.|Yetman, G.|Razafindrazay, L.","NASA Socioeconomic Data and Applications Center","2012","https://sedac.ciesin.columbia.edu/data/set/usgrid-summary-file1-1990-msa","Active","Socioeconomic Data and Applications Center",""
"raster, map; map service","10.7927/H4B85623","U.S. Census Grids (Summary File 1), 2000","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2006","https://sedac.ciesin.columbia.edu/data/set/usgrid-summary-file1-2000","Active","Socioeconomic Data and Applications Center",""
"raster; map","10.7927/H4QJ7F75","U.S. Population Grids (Summary File 1), 2000: New Orleans Metropolitan Statistical Area, Alpha Version","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2005","https://sedac.ciesin.columbia.edu/data/set/pend-summary-file1-2000-neworleans-msa","Active","Socioeconomic Data and Applications Center",""
"raster; map","10.7927/H4SQ8XB1","Urban Landsat: Cities from Space","","Small, C.","NASA Socioeconomic Data and Applications Center","2006","https://sedac.ciesin.columbia.edu/data/set/ulandsat-cities-from-space","Active","Socioeconomic Data and Applications Center",""
"raster; map","10.7927/H4V985ZG","U.S. Population Grids (Summary File 1), 2000: Houston Metropolitan Statistical Area, Alpha Version","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2005","https://sedac.ciesin.columbia.edu/data/set/pend-summary-file1-2000-houston-msa","Active","Socioeconomic Data and Applications Center",""
"raster; map; map service","10.7927/H42R3PMN","U.S. Census Grids (Summary File 3), 2000","","Seirup, L.|Yetman, G.","NASA Socioeconomic Data and Applications Center","2006","https://sedac.ciesin.columbia.edu/data/set/usgrid-summary-file3-2000","Active","Socioeconomic Data and Applications Center",""
"raster; map; map service","10.7927/H4P848VZ","Global Landslide Hazard Distribution","","Center For Hazards And Risk Research-CHRR-Columbia University|Center For International Earth Science Information Network-CIESIN-Columbia University|Norwegian Geotechnical Institute-NGI","NASA Socioeconomic Data and Applications Center","2005","https://sedac.ciesin.columbia.edu/data/set/ndh-landslide-hazard-distribution","Active","Socioeconomic Data and Applications Center",""
"raster; map; map service","10.7927/H4SF2T42","Gridded Population of the World, Version 4 (GPWv4): Population Count Adjusted to Match 2015 Revision of UN WPP Country Totals","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2016","http://beta.sedac.ciesin.columbia.edu/data/set/gpw-v4-population-count-adjusted-to-2015-unwpp-country-totals","Active","Socioeconomic Data and Applications Center",""
"raster, map, map service","10.7927/61JV-TH84","Development Threat Index","","Oakleaf, J.R.|Kennedy, C.M.|Baruch-Mordo, S.|West, P.C.|Gerber, J.S.|Jarvis, L.|Kieshecker, J.","NASA Socioeconomic Data and Applications Center","2019","https://sedac.ciesin.columbia.edu/data/set/lulc-development-threat-index","Active","Socioeconomic Data and Applications Center",""
"document; tabular; map service","10.7927/H4D21VHT","2010 Environmental Performance Index (EPI)","","Yale Center For Environmental Law And Policy-YCELP-Yale University|Center For International Earth Science Information Network-CIESIN-Columbia University|World Economic Forum-WEF|Joint Research Centre-JRC-European Commission","NASA Socioeconomic Data and Applications Center","2010","https://sedac.ciesin.columbia.edu/data/set/epi-environmental-performance-index-2010","Active","Socioeconomic Data and Applications Center",""
"tabular","10.7927/TMSP-SG82","Twentieth Century Crop Statistics, 1900-2017","","Anderson, W.|Baethgen, W.|Capitanio, F.|Ciais, P.|Rocca da Cunha, G.|Goddard, L.|Schauberger, B.|Sonder, K.|Podesta, G.|van der Velde, L.|You, L.|Ru, Y.","NASA Socioeconomic Data and Applications Center","2022","https://sedac.ciesin.columbia.edu/data/set/food-twentieth-century-crop-statistics-1900-2017","Active","Socioeconomic Data and Applications Center",""
"tabular; map","10.7927/H49884X9","Anthropogenic Sulfur Dioxide Emissions, 1850-2005: National and Regional Data Set by Source Category, Version 2.86","","Smith, S.J.|vanAardenne, J.|Klimont, Z.|Andres, R.J.|Volke, A.|Delgado Arias, S.","NASA Socioeconomic Data and Applications Center","2011","https://sedac.ciesin.columbia.edu/data/set/haso2-anthro-sulfur-dioxide-emissions-1850-2005-v2-86","Active","Socioeconomic Data and Applications Center",""
"raster; map; map service","10.7927/H4D798B9","Anthropogenic Biomes of the World, Version 2: 2000","","Ellis, E.C.|Goldewijk, K.K.|Siebert, S.","NASA Socioeconomic Data and Applications Center","2013","https://sedac.ciesin.columbia.edu/data/set/anthromes-anthropogenic-biomes-world-v2-2000","Active","Socioeconomic Data and Applications Center",""
"tabular","10.7927/H4NZ85MP","Natural Resource Protection and Child Health Indicators, 2013 Release","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2013","https://sedac.ciesin.columbia.edu/data/set/nrmi-natural-resource-protection-child-health-indicators-2013","Active","Socioeconomic Data and Applications Center",""
"raster; map","10.7927/H40Z715X","HANPP Collection: Global Patterns in Net Primary Productivity (NPP)","","Imhoff, M.L.|Bounoua, L.|Ricketts, T.|Loucks, C.|Harriss, R.|Lawrence, W.T.","NASA Socioeconomic Data and Applications Center","2004","https://sedac.ciesin.columbia.edu/data/set/hanpp-net-primary-productivity","Active","Socioeconomic Data and Applications Center",""
"raster; map, map service","10.7927/H4GH9FVG","Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Urban Extents Grid","","Center For International Earth Science Information Network-CIESIN-Columbia University|International Food Policy Research Institute-IFPRI|The World Bank|Centro Internacional De Agricultura Tropical-CIAT","NASA Socioeconomic Data and Applications Center","2011","https://sedac.ciesin.columbia.edu/data/set/grump-v1-urban-extents","Active","Socioeconomic Data and Applications Center",""
